frame_number,received_time,sent_time,delay_seconds,number_markers
451,1581019745384135007,1581019745221637370,0.162497637,2
452,1581019745483371973,1581019745289507721,0.193864252,2
453,1581019745548995018,1581019745357257871,0.191737147,2
454,1581019745655869960,1581019745458874966,0.196994994,2
455,1581019745721767902,1581019745526512488,0.195255414,2
456,1581019745817800045,1581019745628190119,0.189609926,2
457,1581019745884170055,1581019745695941620,0.188228435,2
458,1581019745985380887,1581019745797588030,0.187792857,2
459,1581019746050931930,1581019745865253644,0.185678286,2
460,1581019746153302907,1581019745966856758,0.186446149,2
461,1581019746219952106,1581019746034544798,0.185407308,2
462,1581019746320348978,1581019746136220095,0.184128883,2
463,1581019746388093948,1581019746204026373,0.184067575,2
464,1581019746487828016,1581019746305749855,0.182078161,2
465,1581019746553555965,1581019746373559800,0.179996165,2
466,1581019746655843973,1581019746475219468,0.180624505,2
467,1581019746721342086,1581019746542977673,0.178364413,2
468,1581019746822626113,1581019746644616619,0.178009494,2
469,1581019746892184019,1581019746712447564,0.179736455,2
470,1581019746990710020,1581019746813942828,0.176767192,2
471,1581019747063838005,1581019746881722366,0.182115639,2
472,1581019747160284042,1581019746983604029,0.176680013,2
473,1581019747228641033,1581019747051378253,0.17726278,2
474,1581019747325675964,1581019747153278027,0.172397937,2
475,1581019747394347906,1581019747221322541,0.173025365,2
476,1581019747493750095,1581019747322898137,0.170851958,2
477,1581019747560403108,1581019747390623102,0.169780006,2
478,1581019747661231994,1581019747492199475,0.169032519,2
479,1581019747727495908,1581019747559948180,0.167547728,2
480,1581019747828438043,1581019747661620867,0.166817176,2
481,1581019747894397020,1581019747729297296,0.165099724,2
482,1581019747996148109,1581019747831084924,0.165063185,2
483,1581019748062544107,1581019747898795742,0.163748365,2
484,1581019748162308931,1581019748000657294,0.161651637,2
485,1581019748230696916,1581019748068349779,0.162347137,2
486,1581019748329864978,1581019748170065020,0.159799958,2
487,1581019748397249937,1581019748237917871,0.159332066,2
488,1581019748497441053,1581019748305768889,0.191672164,2
489,1581019748564861059,1581019748373488002,0.191373057,2
490,1581019748665049076,1581019748475064117,0.189984959,2
491,1581019748732867002,1581019748542751638,0.190115364,2
492,1581019748832461118,1581019748644259476,0.188201642,2
493,1581019748900479078,1581019748712100494,0.188378584,2
494,1581019749000507116,1581019748813685886,0.18682123,2
495,1581019749067527055,1581019748881359167,0.186167888,2
496,1581019749167867898,1581019748983021965,0.184845933,2
497,1581019749236190080,1581019749050729764,0.185460316,2
498,1581019749335041046,1581019749152323711,0.182717335,2
499,1581019749403371095,1581019749220119119,0.183251976,2
500,1581019749503173112,1581019749321679493,0.181493619,2
501,1581019749570375919,1581019749389406514,0.180969405,2
502,1581019749670634984,1581019749491362916,0.179272068,2
503,1581019749739623069,1581019749559086900,0.180536169,2
504,1581019749837955951,1581019749660711828,0.177244123,2
505,1581019749908292055,1581019749728496199,0.179795856,2
506,1581019750005994081,1581019749830197718,0.175796363,2
507,1581019750075345039,1581019749898016793,0.177328246,2
508,1581019750173552036,1581019749999755181,0.173796855,2
509,1581019750243844985,1581019750067570681,0.176274304,2
510,1581019750340893983,1581019750169187869,0.171706114,2
511,1581019750410481929,1581019750237022721,0.173459208,2
512,1581019750508672952,1581019750338553225,0.170119727,2
513,1581019750577625036,1581019750406265394,0.171359642,2
514,1581019750675615072,1581019750507903192,0.16771188,2
515,1581019750744997024,1581019750575631528,0.169365496,2
516,1581019750843303918,1581019750677153569,0.166150349,2
517,1581019750912700891,1581019750744876497,0.167824394,2
518,1581019751011066913,1581019750846581590,0.164485323,2
519,1581019751077742099,1581019750914244890,0.163497209,2
520,1581019751178121089,1581019751016254643,0.161866446,2
521,1581019751246195077,1581019751083967498,0.162227579,2
522,1581019751345719099,1581019751185716368,0.160002731,2
523,1581019751413362026,1581019751253459166,0.15990286,2
524,1581019751513803005,1581019751354771212,0.159031793,2
525,1581019751584872961,1581019751422154462,0.162718499,2
526,1581019751681788921,1581019751489880075,0.191908846,2
527,1581019751749735116,1581019751557592429,0.192142687,2
528,1581019751849025964,1581019751659123470,0.189902494,2
529,1581019751916709899,1581019751726930711,0.189779188,2
530,1581019752017244100,1581019751828473919,0.188770181,2
531,1581019752084381103,1581019751896127960,0.188253143,2
532,1581019752184545040,1581019751997699389,0.186845651,2
533,1581019752252191066,1581019752065393984,0.186797082,2
